status,lat,lng
1,33.5958721817,130.219691778
1,33.5958711433,130.219695857
1,33.5958704933,130.219699555
1,33.5958697033,130.219703652
1,33.5958687883,130.219707978
1,33.5958680983,130.219711932
1,33.5958670967,130.219715712
1,33.5958662333,130.219720537
1,33.5958652417,130.21972473
1,33.5958643367,130.219728472
1,33.595863345,130.219731815
1,33.5958624433,130.219735653
1,33.595861425,130.219739097
1,33.5958603683,130.219743693
1,33.5958593183,130.219748465
1,33.5958580883,130.219752113
1,33.5958569733,130.219755348
1,33.5958558983,130.219758378
1,33.5958546883,130.219761653
1,33.5958531733,130.219765868
1,33.5958519583,130.219769118
1,33.5958501767,130.219772733
1,33.5958490717,130.219775172
1,33.59584772,130.219778545
1,33.595846525,130.21978167
1,33.5958450967,130.21978495
1,33.5958435917,130.219788825
1,33.5958420667,130.219792665
1,33.5958403367,130.219795423
1,33.5958387867,130.219798182
1,33.595837465,130.219801563
1,33.5958359983,130.219804767
1,33.595834775,130.219807745
1,33.5958332417,130.219810703
1,33.5958315717,130.219814287
1,33.5958299783,130.219816085
1,33.5958283717,130.219819502
1,33.5958267967,130.219823412
1,33.5958250617,130.219827725
1,33.59582326,130.219832797
1,33.5958210833,130.219837062
1,33.59581933,130.219840107
0,33.5958185,130.219721788
0,33.5958174133,130.219723907
0,33.5958160833,130.219726753
0,33.5958151267,130.219728195
0,33.595814525,130.219729775
1,33.5958135283,130.21973025
1,33.5958124767,130.21973174
1,33.59581127,130.219734072
1,33.5958101217,130.219736138
1,33.59580881,130.219738202
1,33.5958076567,130.219739985
1,33.5958063217,130.219741568
1,33.59580518,130.219743733
1,33.5958043817,130.219747203
1,33.59580346,130.219748913
1,33.5958020817,130.219750357
1,33.5958005967,130.219751543
1,33.5957992517,130.21975374
1,33.5957979083,130.219755058
1,33.5957965317,130.219756145
1,33.59579492,130.219758235
1,33.59579331,130.21976052
1,33.5957917467,130.219762562
1,33.59579032,130.219764285
1,33.595788905,130.219765727
1,33.5957875317,130.219766357
1,33.59578613,130.219767432
1,33.59578476,130.219768482
1,33.59578347,130.219769357
1,33.595781745,130.219770885
1,33.5957800867,130.21977285
1,33.5957784133,130.219774132
1,33.5957768583,130.2197757
1,33.5957755417,130.219776533
1,33.5957744683,130.219776392
1,33.5957733667,130.219777233
1,33.5957719967,130.219777798
0,33.5957162367,130.219707645
0,33.5957178967,130.21970293
0,33.5957191,130.219699013
0,33.5957205167,130.219694995
0,33.5957219983,130.219691187
1,33.59572272,130.219687902
1,33.5957236083,130.219686602
1,33.59572452,130.219685442
1,33.595725475,130.219684482
1,33.595726475,130.219683422
1,33.5957274367,130.219682525
1,33.5957281817,130.219681475
1,33.59572902,130.219680455
1,33.5957297533,130.219679275
1,33.595730405,130.219678018
1,33.5957309883,130.219676758
1,33.59573175,130.219675228
1,33.5957322317,130.219673722
1,33.595732635,130.219672405
1,33.5957329783,130.219670822
1,33.5957333167,130.219669282
1,33.5957332933,130.219667537
1,33.5957333683,130.219665833
1,33.5957332783,130.219664123
1,33.5957330317,130.21966229
1,33.59573284,130.219660318
1,33.59573251,130.219658468
1,33.5957320833,130.219656633
1,33.59573169,130.219654827
1,33.5957311617,130.219652833
1,33.5957306917,130.219651245
1,33.5957300883,130.219649425
1,33.5957295967,130.21964763
1,33.5957290717,130.219646072
1,33.5957284617,130.219644482
1,33.5957278267,130.219642705
1,33.5957270533,130.219640905
1,33.5957339383,130.219534393
1,33.5957333183,130.21953351
1,33.595732655,130.219531885
1,33.5957320117,130.219530602
1,33.595731275,130.219528793
1,33.59573065,130.219526907
1,33.5957300433,130.219525383
1,33.5957293917,130.219523613
1,33.595728675,130.219521972
1,33.5957279983,130.219520217
1,33.5957273417,130.21951844
1,33.5957267617,130.219516765
1,33.595726185,130.219515013
1,33.5957255967,130.21951326
1,33.5957249133,130.219511495
1,33.59572429,130.219509665
1,33.59572363,130.219507897
1,33.5957230767,130.21950622
1,33.5957225183,130.219504377
1,33.59572196,130.219502535
1,33.5957214317,130.219500652
1,33.5957211383,130.21949898
1,33.5957207417,130.21949717
1,33.595720345,130.219495385
1,33.5957199717,130.219493703
1,33.595719515,130.219491717
1,33.5957189867,130.219489887
1,33.5957186683,130.219488188
1,33.5957183617,130.219486532
1,33.5957180317,130.219484663
1,33.595717685,130.219482962
1,33.5957174133,130.219481113
1,33.5957170983,130.219479162
1,33.5957168333,130.219477352
1,33.5957165833,130.21947553
1,33.5957163433,130.21947356
1,33.59571616,130.219471878
1,33.5957158933,130.219470035
1,33.5957156767,130.219468198
1,33.5957155683,130.219466335
1,33.5957154283,130.21946441
1,33.5957152667,130.219462693
1,33.5957151417,130.219461028
1,33.59571511,130.219459317
1,33.59571497,130.21945735
1,33.5957147417,130.21945517
1,33.5957146467,130.21945326
1,33.5957145617,130.219451482
1,33.5957144883,130.219449795
1,33.5957141967,130.219447792
1,33.595714065,130.219445967
1,33.595713855,130.219444143
1,33.5957137317,130.21944218
1,33.5957135517,130.219440213
1,33.5957134883,130.219438363
1,33.5957133867,130.219436443
1,33.595713195,130.21943455
1,33.5957130417,130.219432717
1,33.59571289,130.219430932
1,33.5957128017,130.219429092
1,33.5957125467,130.219427322
1,33.595712335,130.219425548
1,33.595712065,130.219423667
1,33.595711845,130.219421733
1,33.595711665,130.219419763
1,33.59571156,130.219417933
1,33.5957114483,130.219416043
1,33.5957113267,130.219414105
1,33.5957113483,130.219412255
1,33.5957113417,130.219410145
1,33.5957113933,130.219408223
1,33.5957114283,130.219406172
1,33.59571149,130.219404115
1,33.5957116667,130.219402263
1,33.5957118367,130.219400255
1,33.59571212,130.219398362
1,33.5957124233,130.219396622
1,33.5957127783,130.219394577
1,33.5957132,130.219392748
1,33.5957137533,130.219391133
1,33.595714185,130.219389318
1,33.595714675,130.219387495
1,33.5957151883,130.219385735
1,33.5957157,130.219383862
1,33.5957162583,130.219381978
1,33.59571676,130.219380313
1,33.59571739,130.219378603
1,33.595717985,130.219376912
1,33.5957186017,130.21937517
1,33.595719255,130.219373615
1,33.5957199867,130.219371953
1,33.5957207083,130.21937028
1,33.5957216117,130.219368578
1,33.59572237,130.219367072
1,33.595723305,130.2193655
1,33.5957241317,130.219364043
1,33.5957249133,130.219362377
1,33.5957257617,130.219360827
1,33.5957266633,130.219359137
1,33.59572768,130.219357625
1,33.5957286533,130.219355983
1,33.5957296533,130.219354343
1,33.59573061,130.219352678
1,33.595731615,130.219351077
1,33.595732625,130.21934943
1,33.5957336183,130.219347645
1,33.59573442,130.219346102
1,33.59573534,130.219344637
1,33.5957362783,130.219342978
1,33.59573717,130.219341442
1,33.595738235,130.219339768
1,33.59573908,130.219338262
1,33.5957400883,130.2193366
1,33.595741025,130.21933502
1,33.5957419133,130.219333528
1,33.59574287,130.219331973
1,33.5957437567,130.21933045
1,33.59574476,130.219328872
1,33.5957457217,130.219327375
1,33.59574656,130.219325902
1,33.5957474333,130.21932448
1,33.595748175,130.219322932
1,33.5957489117,130.219321532
1,33.5957497233,130.219319877
1,33.5957504883,130.219318242
1,33.5957513967,130.219316715
1,33.5957522133,130.219315122
1,33.5957530867,130.219313493
1,33.5957540267,130.219311778
1,33.5957548233,130.219310275
1,33.595755885,130.21930859
1,33.59575638,130.21930688
1,33.5957572467,130.219305362
1,33.5957580183,130.219303797
1,33.59575877,130.219302338
1,33.5957595467,130.219300842
1,33.5957602333,130.219299372
1,33.5957610233,130.219297852
1,33.5957618217,130.219296283
1,33.595762585,130.219294792
1,33.5957633917,130.219293013
1,33.5957642367,130.219291372
1,33.5957651633,130.219289813
1,33.59576601,130.219288017
1,33.5957669233,130.219286442
1,33.595767695,130.219284995
1,33.59576857,130.21928339
1,33.5957694817,130.219281683
1,33.5957703683,130.219280052
1,33.595771355,130.21927843
1,33.5957722933,130.219276862
1,33.595773245,130.219275417
1,33.5957741783,130.219273962
1,33.5957751717,130.219272525
1,33.5957762417,130.219270908
1,33.5957769567,130.21926929
1,33.59577793,130.219267862
1,33.595778845,130.219266315
1,33.5957797033,130.219264628
1,33.5957805333,130.219263187
1,33.5957814383,130.21926157
1,33.5957824267,130.21926006
1,33.5957832633,130.219258573
1,33.5957842333,130.219257013
1,33.5957852017,130.219255532
1,33.5957860883,130.219253605
1,33.59578713,130.21925184
1,33.5957881117,130.219250128
1,33.595788845,130.219248608
1,33.5957894917,130.219247123
1,33.595790095,130.219245287
1,33.595791035,130.219243293
1,33.5957918717,130.219241332
1,33.595792575,130.219239717
1,33.5957931533,130.219238088
1,33.59579372,130.219236432
1,33.5957943333,130.219234808
1,33.5957949233,130.21923292
1,33.5957952717,130.219231158
1,33.5957957767,130.21922925
1,33.59579622,130.219227618
1,33.59579683,130.219225835
1,33.5957972633,130.219223967
1,33.5957976833,130.219222243
1,33.5957980267,130.219220448
1,33.5957983583,130.219218718
1,33.5957987683,130.219216987
1,33.5957989633,130.219215255
1,33.5957992367,130.219213445
1,33.5957995467,130.219211895
1,33.5957997817,130.21921012
1,33.5957998867,130.2192083
1,33.59579992,130.219206652
1,33.5957999033,130.219204677
1,33.5957999467,130.219202963
1,33.5957997033,130.219201063
1,33.595799585,130.219199342
1,33.59579961,130.219197942
1,33.59579952,130.219196528
1,33.59579915,130.21919492
1,33.5957989517,130.219193217
1,33.5957988133,130.219191733
1,33.5957987117,130.219189903
1,33.5957983933,130.219188428
1,33.5957981783,130.219186995
1,33.5957978,130.219185153
1,33.5957974267,130.219183638
1,33.5957966633,130.21918171
1,33.5957958817,130.219179855
1,33.5957953167,130.219178062
1,33.5957947483,130.21917627
1,33.5957940083,130.219174613
1,33.595793395,130.219172965
1,33.595792705,130.21917139
1,33.5957917633,130.21916992
1,33.5957909967,130.219168268
1,33.5957901633,130.219166592
1,33.5957894617,130.21916494
1,33.5957883567,130.219163323
1,33.5957875283,130.219161658
1,33.595786695,130.219160193
1,33.5957857833,130.219158677
1,33.5957847517,130.219157172
1,33.5957838583,130.219155643
1,33.5957828033,130.219153843
1,33.5957817917,130.219152337
1,33.5957807483,130.219150622
1,33.5957798383,130.219149015
1,33.5957785967,130.219147612
1,33.595777695,130.21914616
1,33.59577624,130.219144687
1,33.5957750417,130.219143125
1,33.5957740483,130.219141597
1,33.5957729333,130.219140125
1,33.595771915,130.219138538
1,33.595770805,130.219137068
1,33.5957698983,130.219135302
1,33.59576862,130.21913379
1,33.595767705,130.219132558
1,33.595766545,130.219131022
1,33.5957655317,130.219129572
1,33.5957645667,130.219128075
1,33.5957633183,130.21912666
1,33.5957622983,130.219125207
1,33.59576104,130.219123507
1,33.5957599583,130.219122175
1,33.59575922,130.219120898
1,33.59575806,130.219119448
1,33.5957570617,130.21911762
1,33.5957558217,130.219116373
1,33.5957548817,130.219114795
1,33.5957539383,130.21911348
1,33.5957531283,130.219111768
1,33.595751855,130.21911025
1,33.5957509433,130.219108843
1,33.595749845,130.219107197
1,33.5957487683,130.21910561
1,33.595747665,130.21910438
1,33.5957467583,130.219102895
1,33.59574548,130.219101462
1,33.595744415,130.219100167
1,33.5957434067,130.21909869
1,33.5957424917,130.219097258
1,33.5957413667,130.219095752
1,33.5957403317,130.219094233
1,33.5957394383,130.219092795
1,33.595738335,130.21909124
1,33.5957372883,130.219089887
1,33.59573613,130.21908834
1,33.5957351317,130.219086727
1,33.5957340267,130.219085207
1,33.5957331167,130.219083898
1,33.5957322167,130.219082502
1,33.59573108,130.219081062
1,33.595729945,130.219079718
1,33.5957290933,130.21907825
1,33.5957280733,130.219076713
1,33.5957270517,130.21907511
1,33.5957260933,130.219073482
1,33.5957251517,130.219072133
1,33.5957242567,130.219070668
1,33.5957233517,130.219069408
1,33.5957224817,130.219067902
1,33.5957215467,130.21906651
1,33.595720525,130.219065303
1,33.59571967,130.219064117
1,33.5957187533,130.21906288
1,33.595717895,130.219061675
1,33.5957169967,130.219060508
1,33.5957161617,130.219059368
1,33.59571528,130.219058227
1,33.5957142583,130.21905736
1,33.5957133717,130.219056477
1,33.5957126133,130.219055492
1,33.5957116867,130.219054708
1,33.5957106,130.219054038
1,33.595709685,130.219053692
1,33.5957086367,130.219053328
1,33.59570775,130.21905292
1,33.5957065067,130.21905264
1,33.5957055067,130.219052628
1,33.59570437,130.219052553
1,33.5957032483,130.219052708
1,33.5957021617,130.21905286
1,33.5957010033,130.21905322
1,33.595699725,130.219053712
1,33.5956986733,130.219054133
1,33.5956975333,130.219054648
1,33.5956963767,130.219055275
1,33.59569543,130.21905583
1,33.5956943967,130.219056598
1,33.5956932167,130.219057473
1,33.5956922517,130.219058463
1,33.595691225,130.219059575
1,33.5956901333,130.219060753
1,33.59568901,130.21906188
1,33.595687895,130.219063053
1,33.5956868567,130.219064298
1,33.595685855,130.219065432
1,33.5956848017,130.219066605
1,33.59568392,130.219067797
1,33.5956829017,130.219068937
1,33.5956819567,130.219070212
1,33.595681025,130.219071453
1,33.5956802233,130.21907275
1,33.5956794667,130.219074325
1,33.5956786583,130.219075403
1,33.595677935,130.219076618
1,33.5956774567,130.21907783
1,33.595676535,130.219079212
1,33.5956756183,130.219080728
1,33.595674945,130.219082058
1,33.5956741517,130.219083583
1,33.5956733333,130.219085067
1,33.5956728017,130.219086707
1,33.59567214,130.219088348
1,33.5956715367,130.219089955
1,33.595670985,130.219091465
1,33.595670395,130.219093047
1,33.5956698867,130.21909461
1,33.5956694083,130.21909625
1,33.5956689133,130.219097832
1,33.595668325,130.219099482
1,33.5956678083,130.219101027
1,33.5956671867,130.219102697
1,33.595666745,130.219104295
1,33.595666285,130.21910581
1,33.5956658717,130.219107503
1,33.5956654,130.219109317
1,33.595665065,130.21911109
1,33.5956645183,130.21911276
1,33.5956641883,130.21911445
1,33.595663565,130.219116185
1,33.59566317,130.21911772
1,33.5956627183,130.219119422
1,33.5956622,130.21912099
1,33.5956617167,130.219122775
1,33.5956612017,130.21912452
1,33.5956606483,130.219126157
1,33.59566011,130.219127792
1,33.5956595567,130.21912939
1,33.595659165,130.219131
1,33.5956586917,130.219132608
1,33.5956583083,130.219134318
1,33.5956577233,130.219135907
1,33.59565725,130.219137572
1,33.5956566467,130.219139312
1,33.5956561533,130.219140878
1,33.5956552117,130.219144063
1,33.59565465,130.219145683
1,33.5956542317,130.219147123
1,33.5956534917,130.219148742
1,33.5956529433,130.219150262
1,33.5956521567,130.219151803
1,33.595651565,130.21915332
1,33.595650925,130.21915505
1,33.5956501333,130.21915666
1,33.59564933,130.219158465
1,33.5956486017,130.219160093
1,33.59564786,130.219161667
1,33.5956470717,130.21916363
1,33.5956462417,130.219165308
1,33.595645465,130.219167012
1,33.595644635,130.219168513
1,33.5956438333,130.21917008
1,33.5956429783,130.21917165
1,33.5956422017,130.219173125
1,33.5956412483,130.219174847
1,33.5956406683,130.219176258
1,33.5956399233,130.219177908
1,33.5956390467,130.21917956
1,33.5956385567,130.219181048
1,33.5956378367,130.219182767
1,33.5956371417,130.219184383
1,33.59563656,130.219185923
1,33.5956358417,130.219187612
1,33.5956352317,130.219189402
1,33.595634685,130.219191068
1,33.595634105,130.219192903
1,33.5956335367,130.21919454
1,33.595633,130.219196127
1,33.595632385,130.219197772
1,33.5956319333,130.219199527
1,33.5956314183,130.219201487
1,33.5956310883,130.21920323
1,33.5956305967,130.219205118
1,33.595630165,130.219206878
1,33.595629655,130.21920867
1,33.5956292717,130.219210357
1,33.595628845,130.21921221
1,33.5956285267,130.219214055
1,33.5956281667,130.21921584
1,33.59562765,130.219217672
1,33.5956271533,130.219219377
1,33.5956266983,130.219221312
1,33.5956261817,130.219223005
1,33.5956256483,130.219224845
1,33.5956251783,130.219226527
1,33.5956246517,130.219228437
1,33.5956241233,130.219230175
1,33.5956235733,130.219231928
1,33.595623035,130.21923376
1,33.5956224933,130.219235595
1,33.595621855,130.219237307
1,33.5956211933,130.219239073
1,33.5956205283,130.219240837
1,33.595619905,130.219242472
1,33.5956193317,130.21924416
1,33.5956186,130.2192458
1,33.5956178967,130.219247448
1,33.5956171167,130.219249075
1,33.59561631,130.21925071
1,33.5956155917,130.219252303
1,33.595614825,130.21925387
1,33.5956141817,130.219255467
1,33.5956133417,130.219257053
1,33.5956125683,130.21925868
1,33.5956118,130.219260262
1,33.5956109467,130.219261832
1,33.5956102433,130.21926335
1,33.5956095133,130.219264843
1,33.5956087667,130.219266405
1,33.5956079267,130.21926789
1,33.5956070683,130.219269445
1,33.5956062583,130.21927101
1,33.595605305,130.219272413
1,33.5956044817,130.219273793
1,33.5956035833,130.219275298
1,33.5956026533,130.219276732
1,33.5956017067,130.21927808
1,33.5956008317,130.219279428
1,33.5955999667,130.219280672
1,33.5955989683,130.219282098
1,33.59559798,130.219283493
1,33.5955968817,130.219284843
1,33.5955958017,130.219286018
1,33.595594755,130.219287273
1,33.5955935,130.219288593
1,33.5955923867,130.219289708
1,33.5955911517,130.219290897
1,33.59558997,130.21929213
1,33.5955887,130.219293332
1,33.5955873967,130.219294463
1,33.595585995,130.219295398
1,33.5955846917,130.21929631
1,33.595583355,130.219297122
1,33.5955819833,130.219297937
1,33.5955806033,130.219298702
1,33.59557914,130.219299397
1,33.5955776,130.219300037
1,33.595576265,130.219300633
1,33.5955748167,130.219301288
1,33.5955733617,130.21930171
1,33.595571955,130.219302235
1,33.5955704583,130.2193027
1,33.5955689083,130.21930307
1,33.5955672483,130.219303422
1,33.5955659033,130.219303847
1,33.595564515,130.219304085
1,33.59556314,130.21930428
1,33.5955617617,130.219304488
1,33.5955602567,130.219304788
1,33.5955586633,130.21930503
1,33.59555715,130.21930524
1,33.5955556717,130.219305393
1,33.5955540583,130.219305583
1,33.59555243,130.219305627
1,33.59555095,130.219305723
1,33.5955493883,130.219305583
1,33.5955478617,130.219305613
1,33.5955460617,130.219305332
1,33.5955445267,130.219305305
1,33.5955428383,130.219304965
1,33.5955412867,130.21930469
1,33.5955397533,130.219304498
1,33.59553838,130.219303933
1,33.5955370033,130.219303378
1,33.5955356767,130.219302845
1,33.5955342367,130.219302292
1,33.5955325867,130.219301367
1,33.59553128,130.219300842
1,33.59552985,130.219300255
1,33.59552841,130.219299382
1,33.59552707,130.219298605
1,33.5955258733,130.219297747
1,33.5955247117,130.219296892
1,33.59552343,130.219296008
1,33.595522115,130.219295052
1,33.5955208417,130.219294127
1,33.5955195383,130.219293155
1,33.5955182267,130.219292192
1,33.595516925,130.219291233
1,33.5955156667,130.219290217
1,33.5955145167,130.21928927
1,33.5955132083,130.219288122
1,33.5955119917,130.219287052
1,33.5955107217,130.219285713
1,33.595509445,130.219284587
1,33.5955083,130.219283415
1,33.5955071167,130.219282207
-1,33.5955059683,130.219280987
-1,33.5955255617,130.219248172
-1,33.595524825,130.21924683
-1,33.5955235017,130.219245797
-1,33.5955224617,130.219244943
-1,33.5955208483,130.21924343
-1,33.59552004,130.219242192
-1,33.5955186883,130.219241148
-1,33.5955180267,130.219240738
-1,33.595517,130.219239422
-1,33.5955157033,130.219237863
-1,33.5955147717,130.219237385
-1,33.5955136883,130.21923618
-1,33.595512715,130.21923543
-1,33.5955112233,130.219233373
-1,33.59550993,130.219232638
-1,33.5955088233,130.219231543
-1,33.59550753,130.219231088
-1,33.5955062267,130.219230272
-1,33.5955045717,130.219228945
-1,33.5955030217,130.219227387
-1,33.5955021067,130.21922629
-1,33.5955009033,130.219224622
-1,33.5954996117,130.219223643
-1,33.59549857,130.21922256
-1,33.595498125,130.219221863
-1,33.5954975867,130.2192198
-1,33.5954965217,130.219219258
-1,33.59549522,130.219217827
-1,33.5954942,130.219216713
-1,33.5954932,130.219215813
-1,33.595491945,130.219214467
-1,33.5954911633,130.219212748
-1,33.59549003,130.219211373
-1,33.595489065,130.219209517
0,33.59547604,130.219221908
0,33.5954748933,130.219220645
0,33.5954737133,130.219219503
0,33.5954726117,130.219218253
0,33.59547152,130.219217193
0,33.59547044,130.219216097
0,33.5954693117,130.21921488
0,33.5954682,130.219213615
0,33.595467015,130.219212447
0,33.5954659033,130.219211243
0,33.5954647317,130.219210048
0,33.595463595,130.219208778
0,33.5954625533,130.219207628
0,33.595461525,130.21920649
0,33.5954605367,130.219205345
0,33.5954595583,130.219204025
0,33.5954586,130.219202812
0,33.59545755,130.219201563
0,33.5954565,130.219200298
0,33.5954554383,130.219198898
0,33.5954545417,130.219197778
0,33.5954535617,130.219196475
0,33.5954526333,130.219195157
0,33.5954516683,130.219193897
0,33.59545059,130.219192627
0,33.5954495417,130.219191295
0,33.595448525,130.219190025
0,33.5954475517,130.219188737
0,33.595446575,130.219187378
0,33.5954455267,130.219186042
0,33.59544456,130.219184612
0,33.5954435917,130.219183242
0,33.5954426333,130.21918182
0,33.5954416917,130.219180362
0,33.5954408317,130.219178818
0,33.595440005,130.21917727
0,33.595439145,130.21917599
0,33.595438275,130.21917454
0,33.5954374267,130.219173025
0,33.5954365633,130.2191715
0,33.595435695,130.21917006
0,33.595434975,130.219168555
0,33.5954342767,130.219166912
0,33.5954335567,130.21916534
0,33.5954329717,130.21916384
0,33.5954325133,130.219162185
0,33.5954321817,130.219160368
0,33.5954319683,130.21915887
0,33.5954316733,130.219157062
0,33.59543151,130.219155157
0,33.5954314267,130.219153268
0,33.595431355,130.219151587
0,33.5954314133,130.219149978
0,33.59543151,130.219148197
0,33.5954317667,130.219146432
0,33.5954320583,130.219144783
0,33.595432455,130.219143063
0,33.5954328867,130.21914146
0,33.5954334367,130.219139832
0,33.5954340783,130.219138202
0,33.5954348417,130.219136697
0,33.5954356483,130.219135252
0,33.5954364267,130.21913389
0,33.595437415,130.219132385
0,33.595438425,130.219131087
0,33.5954393867,130.219129952
0,33.5954403833,130.219128747
0,33.5954413983,130.219127592
0,33.5954424483,130.219126532
