field.status.status,field.latitude,field.longitude
1,33.5956099913,130.219050384
1,33.5956105238,130.21905002
1,33.5956111362,130.219049595
1,33.5956116442,130.219049201
1,33.5956123001,130.219048779
1,33.5956129026,130.219048322
1,33.5956135641,130.219047588
1,33.5956142452,130.219047035
1,33.5956149286,130.219046655
1,33.5956156541,130.219046286
1,33.5956163184,130.219045995
1,33.595617094,130.219045779
1,33.5956177637,130.219045432
1,33.5956185343,130.219045116
1,33.5956191678,130.219044782
1,33.5956198928,130.219044382
1,33.5956204734,130.219043871
1,33.5956211223,130.219043358
1,33.595621729,130.219042801
1,33.5956222562,130.219042261
1,33.5956227436,130.219041807
1,33.5956232064,130.219041551
1,33.5956236608,130.219041384
1,33.5956241494,130.219041175
1,33.5956246598,130.219040889
1,33.59562527,130.219040684
1,33.5956259276,130.219040308
1,33.5956267995,130.219040094
1,33.5956274647,130.219039829
1,33.5956281419,130.219039604
1,33.5956287505,130.219039469
1,33.5956292988,130.219039262
1,33.5956300484,130.219038846
1,33.5956307468,130.219038398
1,33.5956314641,130.21903807
1,33.5956321253,130.21903776
1,33.5956327559,130.21903758
1,33.5956333412,130.219037373
1,33.5956340264,130.219037101
1,33.5956347731,130.219036883
1,33.5956355501,130.219036846
1,33.5956363502,130.219036698
1,33.5956370358,130.219036517
1,33.5956377371,130.219036313
1,33.5956383439,130.219036055
1,33.5956391008,130.219035651
1,33.5956397609,130.2190353
1,33.59564045,130.219034893
1,33.5956410562,130.21903451
1,33.5956416666,130.219034202
1,33.5956422289,130.219033902
1,33.5956428165,130.219033698
1,33.59564361,130.219033494
1,33.5956442727,130.219033343
1,33.595645119,130.219033062
1,33.5956457886,130.219032885
1,33.5956463694,130.219032672
1,33.5956469751,130.219032466
1,33.5956474834,130.219032229
1,33.5956480736,130.219032008
1,33.5956487004,130.219031586
1,33.5956493836,130.219031037
1,33.5956501036,130.21903065
1,33.5956506961,130.219030397
1,33.5956513128,130.219030114
1,33.5956518573,130.219030152
1,33.5956524994,130.219030187
1,33.5956530806,130.219029896
1,33.5956537977,130.219029756
1,33.595654359,130.219029511
1,33.5956548963,130.219029373
1,33.5956554688,130.21902899
1,33.5956560714,130.219028608
1,33.595656668,130.219028116
1,33.5956572217,130.219027523
1,33.595657795,130.219027439
1,33.5956583156,130.21902711
1,33.5956589122,130.219026795
1,33.5956595066,130.219026832
1,33.5956603175,130.21902685
1,33.5956610136,130.219026554
1,33.5956617933,130.219026363
1,33.5956625067,130.219026212
1,33.5956631841,130.219026141
1,33.5956637322,130.219026027
1,33.5956642232,130.219025989
1,33.5956647301,130.21902582
1,33.5956650938,130.21902593
1,33.5956655657,130.219026142
1,33.5956659277,130.219026117
1,33.5956664453,130.219026172
1,33.5956670113,130.21902604
1,33.5956675296,130.219026306
1,33.5956681272,130.219026535
1,33.5956687777,130.219026519
1,33.5956693389,130.21902699
1,33.5956698904,130.219026432
1,33.5956703327,130.219026654
1,33.5956707031,130.219027167
1,33.5956711686,130.219027004
1,33.5956716813,130.219027413
1,33.5956722801,130.219027646
1,33.5956727756,130.219027736
1,33.5956731795,130.219028127
1,33.5956736763,130.21902817
1,33.5956740914,130.219028439
1,33.5956744894,130.219028732
1,33.5956748961,130.219029014
1,33.5956753163,130.219029479
1,33.5956757314,130.21902985
1,33.5956760799,130.219030158
1,33.5956763668,130.219030469
1,33.5956765795,130.219030802
1,33.5956767142,130.21903125
1,33.5956767989,130.219031605
1,33.595676872,130.21903195
1,33.5956769398,130.21903228
1,33.5956769599,130.219032508
1,33.5956769275,130.219032728
1,33.5956768822,130.219032982
1,33.5956767856,130.219033311
1,33.5956766601,130.219033754
1,33.5956764968,130.219034144
1,33.5956763651,130.219034701
1,33.5956762414,130.219035308
1,33.5956761742,130.219035903
1,33.5956761912,130.219036356
1,33.595676232,130.2190369
1,33.5956762863,130.219037451
1,33.5956763482,130.219037941
1,33.5956763993,130.219038425
1,33.5956764815,130.219038849
1,33.5956765791,130.219039273
1,33.5956766811,130.219039685
1,33.5956768022,130.219040036
1,33.5956769069,130.21904008
1,33.5956770207,130.219039909
1,33.5956771302,130.219039744
1,33.5956772359,130.219039672
1,33.595677331,130.21903955
1,33.5956774477,130.219039476
1,33.5956775949,130.219039672
1,33.5956777899,130.21904002
1,33.5956780743,130.219040561
1,33.5956783983,130.219041028
1,33.5956787575,130.219041189
1,33.5956791309,130.219041399
1,33.5956796114,130.219042249
1,33.5956800657,130.219042618
1,33.595680513,130.219042913
1,33.595681015,130.219043636
1,33.5956815286,130.219043605
1,33.5956818962,130.219044176
1,33.5956822066,130.219044614
1,33.5956825455,130.2190448
1,33.5956829312,130.219044502
1,33.5956834884,130.219044763
1,33.5956840843,130.219045107
1,33.5956846581,130.219045103
1,33.5956851665,130.219045393
1,33.5956858212,130.219045714
1,33.5956864443,130.219046253
1,33.5956870181,130.219046911
1,33.5956877733,130.219047954
1,33.5956883852,130.219048557
1,33.595689029,130.219049307
1,33.5956895957,130.219050173
1,33.5956900405,130.219050603
1,33.5956905794,130.219051496
1,33.5956911474,130.219052168
1,33.5956918403,130.219052877
1,33.5956923975,130.219053195
1,33.5956929657,130.219053882
1,33.5956935552,130.219054295
1,33.5956941028,130.219054981
1,33.595694686,130.219055456
1,33.5956953968,130.219056454
1,33.5956961191,130.219057382
1,33.59569687,130.219058147
1,33.5956976123,130.219059044
1,33.5956981545,130.219059437
1,33.5956986635,130.219060007
1,33.5956992587,130.219060703
1,33.5956997747,130.219061423
1,33.59570042,130.219062033
1,33.5957011213,130.219062599
1,33.5957016792,130.21906332
1,33.5957022833,130.219063988
1,33.5957029229,130.219064646
1,33.5957035179,130.219065317
1,33.5957041128,130.219065983
1,33.5957047856,130.219066685
1,33.5957053413,130.21906731
1,33.5957057251,130.219067846
1,33.5957062714,130.219068522
1,33.5957067692,130.21906917
1,33.595707218,130.219069806
1,33.5957078592,130.219070477
1,33.5957083954,130.219071123
1,33.5957089474,130.219071767
1,33.5957093936,130.219072413
1,33.5957099491,130.219073051
1,33.5957105232,130.219073689
1,33.5957111278,130.21907433
1,33.5957116931,130.219074969
1,33.5957121978,130.2190756
1,33.5957128309,130.219076245
1,33.595713266,130.219076858
1,33.5957136743,130.219077468
1,33.5957142212,130.219078106
1,33.5957150111,130.21907878
1,33.5957158462,130.219079447
1,33.595716355,130.219080051
1,33.5957169678,130.219080676
1,33.595717443,130.21908128
1,33.5957180519,130.219081908
1,33.5957185873,130.219082522
1,33.5957191686,130.219083145
1,33.595719693,130.219083757
1,33.5957201059,130.21908435
1,33.5957205985,130.219084963
1,33.5957211104,130.219085579
1,33.5957215667,130.219086182
1,33.5957220581,130.219086793
1,33.5957226003,130.219087413
1,33.5957231051,130.21908802
1,33.5957235356,130.219088607
1,33.5957239197,130.219089186
1,33.5957242931,130.219089768
1,33.5957246346,130.219090346
1,33.5957250629,130.219090952
1,33.5957253601,130.219091518
1,33.5957255887,130.219092073
1,33.5957257867,130.21909263
1,33.5957260811,130.219093226
1,33.5957264757,130.219093849
1,33.5957269572,130.219094485
1,33.5957273765,130.219095078
1,33.5957276781,130.219095621
1,33.5957279912,130.219096174
1,33.5957283417,130.219096745
1,33.5957286335,130.219097293
1,33.5957288648,130.219097823
1,33.5957291248,130.219098379
1,33.5957293695,130.219098933
1,33.5957296937,130.219099526
1,33.5957300726,130.219100133
1,33.5957303666,130.219100682
1,33.5957306886,130.219101246
1,33.5957311597,130.219101876
1,33.595731637,130.219102478
1,33.595732153,130.219103074
1,33.5957326143,130.219103615
1,33.595733052,130.219104137
1,33.5957335891,130.219104719
1,33.5957339037,130.219105153
-1,33.5957343518,130.219105708
-1,33.5958887975,130.218947692
-1,33.5958872438,130.218949906
-1,33.5958893439,130.218948603
-1,33.5958878449,130.218950709
-1,33.5958884168,130.218951318
0,33.5957428364,130.219044427
0,33.5957428908,130.219045586
0,33.5957433534,130.219046527
0,33.5957434624,130.219047407
0,33.5957436107,130.219048338
1,33.5957448433,130.219049256
1,33.5957451566,130.219050011
1,33.5957454214,130.21905082
1,33.5957456482,130.219051653
1,33.595745717,130.219052524
1,33.5957458735,130.21905336
1,33.5957462284,130.219054199
1,33.5957466628,130.219055066
1,33.5957472494,130.21905596
1,33.5957477557,130.219056844
1,33.5957482211,130.219057717
1,33.5957486447,130.219058582
1,33.5957489359,130.219059429
1,33.5957490782,130.219060263
1,33.595749289,130.219061115
1,33.5957495392,130.219061976
1,33.5957498391,130.219062845
-1,33.5957500532,130.219063703
0,33.5957496932,130.219058104
-1,33.5957498313,130.219058684
-1,33.595908927,130.218958772
-1,33.5959092839,130.21895983
-1,33.5959102781,130.218959864
-1,33.5959097842,130.218960087
-1,33.5959108667,130.218958141
-1,33.5959160812,130.218955823
-1,33.5959142839,130.218957348
-1,33.5959124706,130.218958379
-1,33.5959112171,130.218960851
-1,33.5959061368,130.218966637
-1,33.5959042803,130.218969014
-1,33.5959111122,130.218963133
-1,33.5959103411,130.218963718
-1,33.5959087706,130.218967384
-1,33.5959076267,130.218969921
-1,33.595903452,130.218973217
-1,33.5959021064,130.218973543
-1,33.5959020618,130.218976629
-1,33.5959020998,130.218976632
-1,33.5959024855,130.218975501
-1,33.5959053614,130.218973593
-1,33.595905126,130.218975196
-1,33.5959063543,130.218975717
-1,33.5959036688,130.21897862
-1,33.5959052392,130.218977599
-1,33.5959056071,130.218978042
-1,33.5959063505,130.218978197
-1,33.5959031432,130.218981252
-1,33.5959039335,130.218981984
-1,33.5959040961,130.218982579
-1,33.5959065632,130.2189801
-1,33.5959096133,130.218977938
-1,33.5959112168,130.218978616
-1,33.5959126862,130.21897789
-1,33.5959166295,130.218975678
0,33.5957153039,130.218924881
0,33.5957171268,130.218926041
0,33.5957311028,130.218928378
-1,33.5957315049,130.218929418
-1,33.595916882,130.218979164
-1,33.5959167083,130.218981604
-1,33.5959206914,130.218978853
-1,33.5959166835,130.218983582
-1,33.5959153697,130.218984897
-1,33.5959118271,130.218988306
-1,33.5959134676,130.218987588
-1,33.5959088104,130.218990795
-1,33.5959098583,130.218991576
-1,33.5959096482,130.218991465
-1,33.5959124399,130.218989438
-1,33.5959124493,130.218991823
-1,33.595911031,130.218992079
-1,33.5959088033,130.218994903
-1,33.5959070704,130.218997662
-1,33.5959059712,130.218999453
-1,33.5959106696,130.218996616
-1,33.5959148319,130.218995464
-1,33.5959113315,130.218999078
-1,33.5959127377,130.218999172
-1,33.5959167018,130.218997539
-1,33.5959133515,130.219001405
-1,33.5959110037,130.21900289
-1,33.5959133197,130.219001926
-1,33.59591404,130.219002889
-1,33.5959167987,130.219003233
-1,33.5959155089,130.219005979
-1,33.5959150306,130.219006929
-1,33.5959160215,130.219008541
-1,33.5959194381,130.219004918
-1,33.5959157831,130.219010043
-1,33.5959164306,130.219012331
-1,33.5959174741,130.219013202
-1,33.595918374,130.219011444
-1,33.5959197075,130.219013144
-1,33.5959212815,130.219011914
-1,33.5959207425,130.219013854
-1,33.5959217221,130.219013208
-1,33.5959256123,130.219011936
-1,33.5959260658,130.219013136
-1,33.59592617,130.219013405
-1,33.595925975,130.219014476
-1,33.595930271,130.219011827
-1,33.5959296099,130.219012781
-1,33.5959292716,130.219014308
-1,33.5959310202,130.219015233
-1,33.5959278991,130.219018877
-1,33.5959319921,130.21901606
-1,33.5959317404,130.21901542
-1,33.5959283918,130.219019446
-1,33.5959283207,130.219020173
-1,33.5959265439,130.219023191
-1,33.5959295745,130.219022167
-1,33.5959279852,130.21902249
-1,33.5959289935,130.219022236
-1,33.5959259418,130.219025908
-1,33.5959251782,130.219027545
-1,33.5959258741,130.219028289
-1,33.5959255316,130.219030651
-1,33.5959281107,130.219027975
-1,33.5959297638,130.219026635
-1,33.5959304403,130.219026697
-1,33.5959295247,130.21902846
-1,33.5959292471,130.219029553
-1,33.5959295695,130.219030001
-1,33.5959324217,130.219028387
-1,33.5959328579,130.219029745
-1,33.5959346486,130.21902983
-1,33.5959342172,130.219031818
-1,33.5959339994,130.219031056
-1,33.595935515,130.219030178
-1,33.5959368038,130.21902972
-1,33.5959368518,130.21903065
-1,33.5959365972,130.219031775
-1,33.5959356513,130.219033506
-1,33.5959362427,130.219033814
-1,33.5959364609,130.219034154
-1,33.5959372082,130.219035114
-1,33.5959377068,130.219035085
-1,33.595938161,130.219036475
-1,33.5959391109,130.219037781
-1,33.5959375497,130.219039974
-1,33.5959364987,130.219041891
-1,33.5959385619,130.219042167
-1,33.5959406161,130.219042514
-1,33.5959388739,130.21904547
-1,33.5959378246,130.219046391
-1,33.5959387326,130.219046614
-1,33.5959368982,130.219048615
-1,33.5959380059,130.219048341
-1,33.5959351186,130.219052244
-1,33.5959346415,130.219054023
-1,33.5959366514,130.21905357
-1,33.595934487,130.21905804
-1,33.595933543,130.219058527
-1,33.5959342742,130.219059598
-1,33.5959326022,130.21906167
-1,33.595930839,130.219063703
-1,33.5959285428,130.21906721
-1,33.5959287304,130.219067734
-1,33.5959272822,130.219072118
-1,33.5959255175,130.219073774
-1,33.5959239759,130.219075043
-1,33.5959258641,130.219075383
-1,33.5959249372,130.219076675
-1,33.5959250302,130.219077954
-1,33.5959254118,130.21907911
-1,33.5959241864,130.219080806
-1,33.5959252495,130.219080733
-1,33.5959236008,130.219082141
-1,33.5959274607,130.219081254
-1,33.5959324018,130.219077628
-1,33.5959312806,130.219077453
-1,33.5959310952,130.219078984
-1,33.595933841,130.219078253
-1,33.5959334021,130.219079332
-1,33.5959301427,130.219083855
-1,33.5959318133,130.219082569
-1,33.595930969,130.219084691
-1,33.5959302203,130.219086315
-1,33.5959323475,130.219085176
-1,33.5959307796,130.219088103
-1,33.595927812,130.219091305
-1,33.5959317006,130.219089874
-1,33.5959281923,130.219092783
-1,33.5959288519,130.219091547
-1,33.5959269282,130.219094815
-1,33.5959294279,130.219094352
-1,33.5959297174,130.219095138
-1,33.5959292042,130.219096639
-1,33.5959303299,130.219096921
-1,33.5959340969,130.219095965
-1,33.5959349736,130.219094662
-1,33.595936163,130.219094704
-1,33.5959347314,130.219097425
-1,33.595937159,130.219097428
-1,33.5959379581,130.219097792
-1,33.5959397714,130.219096956
-1,33.5959404394,130.219098592
-1,33.5959440658,130.219097533
-1,33.59594685,130.219097298
-1,33.5959489176,130.219095475
-1,33.5959472711,130.219096643
-1,33.5959503577,130.219094208
-1,33.5959496584,130.21909559
-1,33.5959497811,130.219096284
-1,33.5959499072,130.219097772
-1,33.5959484391,130.21909853
-1,33.5959508708,130.21909706
-1,33.5959492577,130.219100912
-1,33.5959497752,130.219099366
-1,33.595945557,130.21910274
-1,33.595943422,130.219105635
-1,33.5959502808,130.219102611
-1,33.595951559,130.219100789
-1,33.5959554291,130.219097862
-1,33.5959580461,130.219099634
-1,33.5959575077,130.219101035
-1,33.5959681933,130.21909391
-1,33.595970315,130.219092441
-1,33.5959685425,130.219094944
-1,33.5959678349,130.219096267
-1,33.5959684618,130.219096322
-1,33.5959696951,130.219096123
-1,33.5959706316,130.219096544
-1,33.5959687023,130.219100131
-1,33.5959693841,130.219099269
-1,33.5959697991,130.219099863
-1,33.5959668384,130.219103054
-1,33.5959730719,130.21909877
-1,33.5959737086,130.219099654
-1,33.595974074,130.219100482
-1,33.5959755432,130.219099571
-1,33.5959766607,130.219099396
-1,33.5959759891,130.219102278
-1,33.5959782582,130.219101452
-1,33.5959794312,130.21910262
-1,33.5959806284,130.21910324
-1,33.5959805749,130.219105266
-1,33.5959840743,130.219104001
-1,33.5959850169,130.219103265
-1,33.5959875023,130.219102299
-1,33.5959868778,130.219103709
-1,33.5959866624,130.219104493
-1,33.5959836987,130.219109448
-1,33.595981389,130.21911249
-1,33.5959837413,130.219112726
-1,33.5959839532,130.219111123
-1,33.5959858278,130.219113098
-1,33.595986466,130.219113805
-1,33.5959866235,130.219115033
-1,33.5959885246,130.2191137
-1,33.5959873067,130.219113567
-1,33.5959887605,130.219114263
-1,33.5959912055,130.219113014
-1,33.5959923397,130.219112873
-1,33.5959902053,130.219117736
-1,33.5959952049,130.219113652
-1,33.595992883,130.219117383
-1,33.5959922882,130.219120343
-1,33.5959937154,130.219118084
-1,33.5959935996,130.219120935
-1,33.5959909961,130.219126063
-1,33.5959911349,130.21912581
-1,33.5959880584,130.219128325
-1,33.5959865479,130.219130329
-1,33.5959912197,130.219127853
-1,33.5959914481,130.21913
-1,33.5959912579,130.219130085
-1,33.5959934563,130.219132773
-1,33.5959940861,130.219131555
-1,33.5959957536,130.219129118
-1,33.5959990196,130.219130812
-1,33.5959967756,130.219133496
-1,33.5959956227,130.219135663
-1,33.5959961871,130.219135871
-1,33.5959968291,130.219136247
-1,33.5959976944,130.219134621
-1,33.5959995434,130.21913381
-1,33.5959961176,130.21913725
-1,33.5959966485,130.219137056
-1,33.5959960307,130.219137416
-1,33.595995435,130.219141184
-1,33.5959959469,130.21913961
-1,33.5959938425,130.219142464
-1,33.5959930127,130.219143011
-1,33.59599565,130.219145932
-1,33.5959960512,130.219143698
-1,33.5959925756,130.219147261
-1,33.5959933976,130.219146771
-1,33.5959947939,130.219147489
-1,33.5959962904,130.21914699
-1,33.5959956626,130.219147999
-1,33.5959988517,130.219147976
-1,33.5960013468,130.219147103
-1,33.5960004951,130.219149198
-1,33.596003621,130.219147695
-1,33.5960045277,130.219148292
-1,33.5960047992,130.219148597
-1,33.596005993,130.219149658
-1,33.5960071204,130.21914832
-1,33.5960076333,130.219149001
-1,33.5960041431,130.219152387
-1,33.596005997,130.219151363
-1,33.5960042614,130.219153329
-1,33.5960057437,130.219153056
-1,33.596008551,130.219151983
-1,33.5960073895,130.219155235
-1,33.59601046,130.219152664
-1,33.5960132179,130.219152843
